location,size,total_sqft,bath,price,bhk,price_per_sqft
Yelahanka,2 BHK,1200.0,2.0,120.0,2,10000.0
Rajaji Nagar,5 Bedroom,2400.0,5.0,816.0,5,34000.0
Neelamangala,2 BHK,1000.0,2.0,90.0,2,9000.0
Uttarahalli,2 BHK,1000.0,2.0,104.0,2,10400.0
Yelahanka,3 BHK,1705.0,3.0,170.0,3,9970.674486803518
Tumkur Road,3 BHK,1060.0,2.0,116.6,3,11000.0
Chikka Tirupathi,4 Bedroom,2325.0,4.0,240.0,4,10322.58064516129
Kammagondahalli,3 BHK,1347.0,2.0,110.0,3,8166.295471417966
Kathreguppe,8 Bedroom,1200.0,8.0,500.0,8,41666.666666666664
Varthur,2 BHK,1402.0,2.0,190.0,2,13552.06847360913
Whitefield,3 BHK,2280.0,4.0,250.0,3,10964.912280701754
Whitefield ECC Road,2 BHK,1225.0,2.0,142.1,2,11600.0
5th Phase JP Nagar,2 BHK,1080.0,2.0,106.0,2,9814.814814814816
Koppa,7 Bedroom,4000.0,7.0,180.0,7,4500.0
Lavelle Road,3 BHK,1919.0,3.0,600.0,3,31266.284523189162
Begur Road,2 BHK,1100.0,2.0,85.2,2,7745.454545454545
Sarjapur  Road,4 BHK,2500.0,4.0,450.0,4,18000.0
Bannerghatta Road,2 BHK,1200.0,2.0,156.0,2,13000.0
Begur Road,3 BHK,1565.0,2.0,115.82,3,7400.638977635783
Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,156.0,2,13000.0
Kothanur,3 BHK,1581.0,3.0,152.0,3,9614.168247944339
Whitefield,4 BHK,2882.0,5.0,400.0,4,13879.250520471895
TC Palaya,5 Bedroom,1440.0,5.0,194.0,5,13472.222222222223
Krishna Reddy Layout,3 BHK,2180.0,3.0,546.0,3,25045.871559633026
Nagasandra,4 Bedroom,7000.0,8.0,900.0,4,12857.142857142857
Abbigere,2 BHK,985.0,2.0,77.84,2,7902.53807106599
Sarjapur,2 BHK,950.0,2.0,70.0,2,7368.421052631579
Jai Bheema Nagar,2 BHK,1339.0,2.0,110.0,2,8215.085884988797
Ayappa Nagar,3 BHK,1449.0,3.0,144.0,3,9937.888198757764
Chikkasandra,4 Bedroom,1200.0,4.0,360.0,4,30000.0
Brindavan Layout,2 BHK,1100.0,2.0,77.36,2,7032.727272727273
Hoskote,2 BHK,1003.5,2.0,56.19,2,5599.402092675636
Kaval Byrasandra,3 Bedroom,2700.0,3.0,400.0,3,14814.814814814816
Billamaranahalli,2 BHK,1100.0,2.0,110.0,2,10000.0
Electronic City,2 BHK,1140.0,2.0,65.84,2,5775.438596491228
Sarjapur,3 Bedroom,3009.0,3.0,660.0,3,21934.19740777667
Hanumantha Nagar,8 BHK,3300.0,8.0,620.0,8,18787.878787878788
Chandapura,2 BHK,800.0,1.0,60.0,2,7500.0
Chikkabanavar,5 Bedroom,2000.0,4.0,130.0,5,6500.0
Prasanti Nagar,4 Bedroom,1200.0,4.0,380.0,4,31666.666666666668
3rd Block Hrbr Layout,2 BHK,1300.0,2.0,190.0,2,14615.384615384615
Kanakpura Road,2 BHK,1220.0,2.0,120.0,2,9836.065573770491
Sarjapur  Road,3 BHK,2289.0,3.0,356.0,3,15552.643075578855
Whitefield,2 BHK,1170.0,2.0,112.0,2,9572.649572649572
Vignana Nagar,2 BHK,1350.0,2.0,179.0,2,13259.25925925926
Kambipura,2 BHK,883.0,2.0,90.0,2,10192.525481313703
Thanisandra,3 BHK,1698.0,3.0,250.0,3,14723.203769140166
Electronic City Phase II,4 BHK,2187.5,4.0,210.0,4,9600.0
Ambalipura,2 BHK,1060.0,2.0,117.0,2,11037.735849056604
Somasundara Palya,2 BHK,1185.0,2.0,150.0,2,12658.227848101265
Padmanabhanagar,3 BHK,2051.0,3.0,360.0,3,17552.413456850318
Vittasandra,2 BHK,1404.0,2.0,144.0,2,10256.410256410256
Electronic City Phase II,2 BHK,1252.0,2.0,134.0,2,10702.875399361023
Bannerghatta Road,3 BHK,1885.0,3.0,250.0,3,13262.59946949602
Kaikondrahalli,6 BHK,3381.0,6.0,450.0,6,13309.671694764862
Hormavu,2 BHK,980.0,2.0,84.0,2,8571.42857142857
Rajaji Nagar,3 BHK,2500.0,3.0,680.0,3,27200.0
Banashankari,3 BHK,1420.0,3.0,132.0,3,9295.774647887323
Medahalli,6 Bedroom,1166.0,6.0,270.0,6,23156.089193825042
"Banasawadi, ",3 BHK,2312.0,3.0,312.0,3,13494.809688581316
Kaggadasapura,4 BHK,3000.0,4.0,260.0,4,8666.666666666666
Jayamahal,2 BHK,1175.0,2.0,140.0,2,11914.893617021276
Vinayaka Nagar,2 BHK,1145.0,2.0,102.0,2,8908.29694323144
Bhoganhalli,2 BHK,970.0,2.0,105.0,2,10824.742268041236
Electronic City,2 BHK,1125.0,2.0,64.98,2,5776.0
Whitefield,3 BHK,1639.5,3.0,185.26,3,11299.786520280573
9th Phase JP Nagar,4 BHK,5000.0,4.0,600.0,4,12000.0
3rd Block Jayanagar,3 BHK,2150.0,3.0,480.0,3,22325.581395348836
Ramagondanahalli,3 BHK,1635.0,3.0,114.0,3,6972.477064220184
Harlur,3 Bedroom,3425.0,3.0,640.0,3,18686.131386861314
Hennur Road,4 Bedroom,2950.0,4.0,506.0,4,17152.542372881355
Jalahalli,1 BHK,1200.0,2.0,132.0,1,11000.0
Kathriguppe,3 BHK,1335.0,2.0,146.86,3,11000.749063670413
Hebbal,4 BHK,4450.0,6.0,898.0,4,20179.775280898877
Yeshwanthpur,2 BHK,1166.0,2.0,128.16,2,10991.423670668953
Rajaji Nagar,3 BHK,2390.0,3.0,744.0,3,31129.70711297071
Shivaji Nagar,3 BHK,1460.0,2.0,180.0,3,12328.767123287671
Gulimangala,3 BHK,1690.0,3.0,100.0,3,5917.15976331361
Nagashetty Halli,4 Bedroom,1386.0,3.0,186.0,4,13419.91341991342
Devasandra Extension,2 BHK,1090.0,2.0,64.0,2,5871.559633027523
Thanisandra,3 BHK,1732.0,3.0,171.46,3,9899.538106235566
Whitefield,2 BHK,1390.0,2.0,144.0,2,10359.712230215828
Sector 2 HSR Layout,2 BHK,1095.0,2.0,170.82,2,15600.0
Kengeri,1 BHK,416.0,1.0,34.38,1,8264.423076923078
Channasandra Layout,3 BHK,2400.0,2.0,100.0,3,4166.666666666667
Yelahanka,3 BHK,1350.0,2.0,170.0,3,12592.592592592593
Bannerghatta Road,3 BHK,1453.0,2.0,146.0,3,10048.176187198898
Thanisandra,2 BHK,1226.0,2.0,130.0,2,10603.588907014682
Kasturi Nagar,4 Bedroom,784.0,2.0,330.0,4,42091.836734693876
Hegde Nagar,3 BHK,1168.0,2.0,136.0,3,11643.835616438357
Bannerghatta,3 BHK,1776.0,3.0,248.0,3,13963.963963963964
Whitefield,3 BHK,1634.0,3.0,136.0,3,8323.133414932681
Hormavu,2 Bedroom,860.0,2.0,112.0,2,13023.255813953489
Kamala Nagar,3 Bedroom,2800.0,3.0,800.0,3,28571.428571428572
Nagasandra,3 BHK,1650.0,3.0,190.0,3,11515.151515151516
Whitefield,2 BHK,1190.0,2.0,140.0,2,11764.70588235294
JP Nagar,2 BHK,1133.0,2.0,67.98,2,6000.0
Suraksha Nagar,3 BHK,1559.0,3.0,124.0,3,7953.816549069917
Horamavu Banaswadi,3 Bedroom,1448.0,4.0,236.0,3,16298.342541436465
Sathya Sai Layout,4 BHK,6652.0,6.0,1020.0,4,15333.734215273602
Kodichikkanahalli,2 BHK,976.0,2.0,100.0,2,10245.901639344262
Bank Of Baroda Colony,4 Bedroom,1350.0,4.0,480.0,4,35555.555555555555
Yelahanka,3 BHK,1590.0,2.0,108.0,3,6792.452830188679
Binny Pete,4 BHK,2940.0,6.0,402.0,4,13673.469387755102
Yelahanka,3 BHK,1633.0,3.0,220.0,3,13472.137170851194
Ramagondanahalli,2 BHK,1151.0,2.0,92.0,2,7993.049522154648
Kereguddadahalli,3 BHK,1400.0,2.0,84.0,3,6000.0
Uttarahalli,2 BHK,1037.0,2.0,72.0,2,6943.105110896818
Thanisandra,2 BHK,1188.0,2.0,72.0,2,6060.606060606061
Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,104.0,2,9811.32075471698
Thigalarapalya,3 BHK,2215.0,4.0,324.0,3,14627.539503386004
Hennur,2 BHK,1255.0,2.0,109.0,2,8685.258964143426
Ganesha Block,3 Bedroom,2500.0,2.0,600.0,3,24000.0
Hormavu,2 BHK,1075.0,2.0,107.4,2,9990.697674418605
Harlur,4 BHK,2569.0,5.0,360.0,4,14013.234721681589
ITPL,2 BHK,900.0,2.0,54.0,2,6000.0
Kudlu Gate,2 BHK,1183.0,2.0,159.08,2,13447.168216398988
HSR Layout,2 BHK,1100.0,2.0,88.0,2,8000.0
GM Palaya,3 BHK,1643.0,2.0,140.0,3,8520.99817407182
Banagiri Nagar,3 BHK,1500.0,2.0,240.0,3,16000.0
Jakkur,2 BHK,1291.0,2.0,150.0,2,11618.900077459333
Hennur,3 Bedroom,1150.0,3.0,160.0,3,13913.04347826087
Electronic City,2 BHK,1060.0,2.0,110.0,2,10377.358490566037
7th Phase JP Nagar,3 BHK,1575.0,2.0,220.0,3,13968.253968253968
BHEL Layout,5 Bedroom,1200.0,4.0,320.0,5,26666.666666666668
Byrathi Village,4 Bedroom,1700.0,3.0,110.0,4,6470.588235294118
Mahadevpura,2 BHK,1236.0,2.0,116.0,2,9385.113268608415
Ramamurthy Nagar,3 BHK,1350.0,2.0,78.0,3,5777.777777777777
Malleshwaram,3 BHK,2475.0,4.0,652.0,3,26343.434343434343
Pai Layout,6 Bedroom,3800.0,6.0,350.0,6,9210.526315789473
Haralur Road,4 BHK,4694.0,5.0,750.0,4,15977.844056242011
Electronic City,2 BHK,1200.0,2.0,69.32,2,5776.666666666666
Hulimavu,4 Bedroom,1200.0,4.0,150.0,4,12500.0
Harlur,2 BHK,1225.0,2.0,112.0,2,9142.857142857143
Thanisandra,2 BHK,1056.0,2.0,150.0,2,14204.545454545454
9th Phase JP Nagar,3 BHK,1240.0,2.0,85.7,3,6911.290322580645
Banashankari,3 BHK,1200.0,3.0,149.04,3,12420.0
Kudlu Gate,3 BHK,1850.0,3.0,220.0,3,11891.891891891892
Amblipura,4 BHK,3150.0,4.0,360.0,4,11428.57142857143
Naganathapura,1 Bedroom,1200.0,1.0,79.64,1,6636.666666666667
Dodda Banaswadi,4 Bedroom,1018.0,4.0,300.0,4,29469.548133595286
Konena Agrahara,5 Bedroom,3520.0,6.0,920.0,5,26136.363636363636
Chandapura,3 BHK,1185.0,2.0,60.44,3,5100.4219409282705
Jigani,2 BHK,918.0,2.0,112.0,2,12200.435729847495
GD Layout,3 BHK,1330.0,2.0,136.0,3,10225.563909774437
Munnekollal,3 BHK,1540.0,2.0,140.0,3,9090.90909090909
Lakshminarayana Pura,2 BHK,1200.0,2.0,160.0,2,13333.333333333334
Sunkan palya,2 BHK,927.0,2.0,74.0,2,7982.740021574973
Sarjapur,4 Bedroom,2585.5,4.0,230.0,4,8895.764842390254
CV Raman Nagar,3 BHK,1400.0,2.0,156.0,3,11142.857142857143
Hosur Road,2 BHK,1345.0,2.0,212.0,2,15762.081784386617
1st Phase JP Nagar,4 Bedroom,1900.0,3.0,800.0,4,42105.26315789474
8th Phase JP Nagar,2 BHK,1510.0,2.0,160.0,2,10596.026490066226
Malleshwaram,2 BHK,302.0,2.0,50.0,2,16556.29139072848
ITPL,3 Bedroom,1500.0,3.0,123.04,3,8202.666666666666
Yelahanka,1 BHK,827.5,1.0,85.07,1,10280.362537764351
Vidyaranyapura,3 BHK,1100.0,2.0,144.0,3,13090.90909090909
Sunkadakatte,3 Bedroom,1200.0,3.0,136.0,3,11333.333333333334
Kanakpura Road,3 BHK,1100.0,3.0,106.0,3,9636.363636363636
Hormavu,4 BHK,2282.0,4.0,230.0,4,10078.878177037686
Jayanti Nagar,2 BHK,760.0,2.0,74.98,2,9865.78947368421
Sarjapur,3 Bedroom,2172.0,3.0,200.0,3,9208.103130755064
Yeshwanthpur Industrial Suburb,6 BHK,3800.0,6.0,780.0,6,20526.315789473683
Kumaraswami Layout,4 Bedroom,600.0,2.0,144.0,4,24000.0
8th Phase JP Nagar,3 BHK,3300.0,3.0,330.0,3,10000.0
Thubarahalli,3 BHK,1242.0,3.0,102.0,3,8212.56038647343
Moodalapalya,1 Bedroom,410.0,1.0,96.0,1,23414.634146341465
Uttarahalli,3 BHK,1245.0,2.0,87.16,3,7000.803212851406
Kadugodi,2 BHK,1088.0,2.0,88.0,2,8088.235294117647
Sahakara Nagar,2 BHK,1200.0,2.0,92.0,2,7666.666666666667
TC Palaya,3 Bedroom,1995.0,3.0,200.0,3,10025.062656641605
Haralur Road,2 BHK,1309.0,2.0,164.0,2,12528.64782276547
BTM 1st Stage,3 BHK,1717.0,3.0,400.0,3,23296.447291788
7th Phase JP Nagar,3 BHK,2100.0,3.0,400.0,3,19047.619047619046
Gayathri Nagar,2 Bedroom,880.0,1.0,180.0,2,20454.545454545456
Abbigere,6 Bedroom,1200.0,6.0,190.0,6,15833.333333333334
Maruthi Nagar,3 BHK,1250.0,3.0,84.0,3,6720.0
Hebbal,3 BHK,3520.0,5.0,480.0,3,13636.363636363636
5th Phase JP Nagar,2 BHK,1041.0,2.0,108.0,2,10374.63976945245
Sarjapur  Road,3 BHK,1505.0,2.0,120.0,3,7973.421926910299
Bannerghatta,3 BHK,1776.0,3.0,300.0,3,16891.891891891893
Bellandur,3 BHK,1767.0,3.0,178.0,3,10073.571024335031
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,160.0,2,12374.323279195669
Kengeri,2 BHK,1320.0,2.0,100.0,2,7575.757575757576
Bhuvaneshwari Nagar,2 BHK,1280.0,2.0,136.96,2,10700.0
Thanisandra,2 BHK,1245.0,2.0,166.1,2,13341.36546184739
Haralur Road,2 BHK,1027.0,1.0,88.0,2,8568.646543330087
Yelenahalli,2 BHK,1200.0,2.0,92.34,2,7695.0
Kanakpura Road,3 BHK,1100.0,3.0,116.0,3,10545.454545454546
Medahalli,3 Bedroom,1065.0,3.0,144.0,3,13521.12676056338
Kannamangala,3 BHK,1814.0,3.0,258.0,3,14222.71223814774
Ramagondanahalli,3 BHK,1610.0,2.0,224.0,3,13913.04347826087
Kumaraswami Layout,1 Bedroom,850.0,1.0,156.0,1,18352.941176470587
Kasavanhalli,3 BHK,1600.0,3.0,158.0,3,9875.0
Old Mangammanapalya Road,3 BHK,3200.0,4.0,280.0,3,8750.0
Canara Bank Colony,3 BHK,1250.0,2.0,154.26,3,12340.8
Haralur Road,2 BHK,1243.0,2.0,92.0,2,7401.448109412711
Kanakpura Road,3 BHK,1452.0,3.0,121.96,3,8399.449035812671
Ittamadu,3 BHK,1475.0,3.0,150.0,3,10169.49152542373
Electronic City,2 BHK,1353.0,2.0,150.0,2,11086.474501108647
Maruthi Sevanagar,4 Bedroom,2100.0,3.0,420.0,4,20000.0
Electronics City Phase 1,3 BHK,1750.0,3.0,116.0,3,6628.571428571428
Whitefield,4 Bedroom,4800.0,4.0,1100.0,4,22916.666666666668
Sahakara Nagar,2 BHK,1270.0,2.0,192.0,2,15118.110236220473
Battarahalli,4 Bedroom,2700.0,3.0,150.0,4,5555.555555555556
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,540.0,4,45000.0
Thanisandra,4 BHK,2695.0,4.0,376.0,4,13951.762523191095
Hessarghatta,3 BHK,1330.0,3.0,130.0,3,9774.436090225563
Electronic City,2 BHK,660.0,1.0,36.0,2,5454.545454545455
BTM 2nd Stage,2 BHK,1400.0,2.0,180.0,2,12857.142857142857
Gubbalala,4 BHK,4000.0,5.0,390.0,4,9750.0
Kanakpura Road,3 BHK,1700.0,3.0,150.0,3,8823.529411764706
Kasavanhalli,2 BHK,1585.0,2.0,180.0,2,11356.466876971608
Kothanur,3 BHK,1385.0,3.0,134.0,3,9675.090252707581
Electronic City,2 BHK,1128.0,2.0,134.0,2,11879.432624113475
Whitefield,4 Bedroom,60.0,4.0,436.0,4,726666.6666666666
1Kasavanhalli,18 Bedroom,1200.0,18.0,400.0,18,33333.333333333336
HSR Layout,2 BHK,1203.0,2.0,120.0,2,9975.062344139651
Mallasandra,2 BHK,905.0,2.0,70.0,2,7734.806629834254
Hennur Road,3 BHK,1450.0,3.0,158.0,3,10896.551724137931
Varthur,2 BHK,1105.0,2.0,76.0,2,6877.828054298642
Channasandra,2 Bedroom,1200.0,2.0,92.26,2,7688.333333333333
Jalahalli,3 BHK,1530.0,2.0,178.0,3,11633.986928104576
Whitefield,2 BHK,1105.0,2.0,70.8,2,6407.239819004525
Dasarahalli,2 BHK,1333.0,2.0,157.12,2,11786.94673668417
Hongasandra,2 BHK,1065.0,2.0,90.0,2,8450.704225352112
Haralur Road,2 BHK,1243.0,2.0,92.0,2,7401.448109412711
Old Madras Road,3 BHK,1530.0,3.0,152.68,3,9979.084967320261
Margondanahalli,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Whitefield,2 BHK,1270.0,2.0,188.0,2,14803.149606299212
Bellandur,3 BHK,1830.0,3.0,178.0,3,9726.775956284153
Chandapura,2 BHK,900.0,2.0,70.0,2,7777.777777777777
Attibele,4 Bedroom,2400.0,2.0,500.0,4,20833.333333333332
Varsova Layout,6 Bedroom,7000.0,6.0,1120.0,6,16000.0
Bannerghatta Road,3 BHK,1450.0,2.0,156.0,3,10758.620689655172
J C Nagar,3 BHK,1525.0,3.0,130.0,3,8524.590163934427
Mahalakshmi Layout,2 BHK,1080.0,2.0,134.0,2,12407.407407407407
Bagalur Main Road,2 BHK,1220.0,2.0,144.0,2,11803.27868852459
Begur Road,2 BHK,1200.0,2.0,88.8,2,7400.0
Bommanahalli,2 BHK,1355.0,2.0,146.34,2,10800.0
R.T. Nagar,3 Bedroom,2400.0,3.0,696.0,3,29000.0
Govindapura,2 BHK,1500.0,2.0,120.0,2,8000.0
Koramangala,2 BHK,1355.0,2.0,190.0,2,14022.140221402215
Electronic City,2 BHK,1070.0,2.0,114.0,2,10654.205607476635
CV Raman Nagar,3 BHK,1980.0,4.0,360.0,3,18181.81818181818
Bommasandra,2 BHK,842.0,2.0,60.0,2,7125.890736342043
Bannerghatta Road,1 BHK,700.0,1.0,62.4,1,8914.285714285714
Doddakammanahalli,3 BHK,2500.0,4.0,130.0,3,5200.0
"Kanakapura Road, ",3 Bedroom,1884.0,3.0,190.0,3,10084.925690021231
Dena Bank Colony,2 BHK,1100.0,2.0,150.0,2,13636.363636363636
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,81.08,2,6779.264214046822
Budigere,3 BHK,1820.0,3.0,170.0,3,9340.65934065934
Basavanapura,8 Bedroom,1200.0,8.0,290.0,8,24166.666666666668
Thanisandra,2 BHK,1185.0,2.0,87.0,2,7341.772151898735
Varthur,3 BHK,2145.0,3.0,340.0,3,15850.81585081585
Whitefield,2 BHK,1220.0,2.0,178.0,2,14590.16393442623
Whitefield,2 BHK,1116.0,2.0,103.82,2,9302.867383512545
6th Phase JP Nagar,2 BHK,1192.0,2.0,150.0,2,12583.892617449665
Marathahalli,3 BHK,1449.0,3.0,220.0,3,15182.88474810214
Ardendale,3 Bedroom,2500.0,3.0,500.0,3,20000.0
Electronic City,3 BHK,1700.0,3.0,180.0,3,10588.235294117647
Hebbal,3 BHK,1920.0,3.0,300.0,3,15625.0
BTM 4th Stage,2 Bedroom,1350.0,2.0,180.0,2,13333.333333333334
Devanahalli Int. Airport,4 Bedroom,4800.0,5.0,700.0,4,14583.333333333334
"Sarjapur Road, ",3 BHK,1700.0,3.0,148.0,3,8705.882352941177
Hoodi,2 BHK,1447.0,3.0,152.0,2,10504.49205252246
Kanakpura Road,2 BHK,1329.0,2.0,214.0,2,16102.332580887885
Sarjapur  Road,3 BHK,1314.0,2.0,140.88,3,10721.461187214612
Hal old airport road,3 Bedroom,1200.0,3.0,220.0,3,18333.333333333332
Basavangudi,6 Bedroom,1214.0,3.0,440.0,6,36243.82207578254
Hosa Road,3 BHK,1513.0,3.0,206.0,3,13615.333773959022
Vittasandra,2 BHK,1246.0,2.0,135.0,2,10834.670947030498
Ganga Nagar,1 BHK,705.0,1.0,130.0,1,18439.71631205674
Dasarahalli,2 BHK,1220.0,2.0,124.0,2,10163.934426229509
Yelahanka New Town,3 BHK,1800.0,2.0,90.0,3,5000.0
Kaval Byrasandra,3 BHK,1400.0,3.0,150.0,3,10714.285714285714
Kasavanhalli,2 BHK,1245.0,2.0,160.0,2,12851.40562248996
Anantapuram,3 BHK,1495.0,2.0,126.0,3,8428.09364548495
Nagavara,3 Bedroom,2000.0,2.0,550.0,3,27500.0
Gollarapalya Hosahalli,2 BHK,996.0,2.0,73.0,2,7329.317269076305
Yelahanka New Town,2 BHK,1000.0,2.0,88.0,2,8800.0
Chikka Banaswadi,2 BHK,1250.0,2.0,150.0,2,12000.0
Chandapura,2 BHK,975.0,2.0,49.72,2,5099.48717948718
Thanisandra,3 BHK,1261.0,2.0,160.0,3,12688.342585249802
Electronics City Phase 1,2 BHK,1080.0,2.0,92.0,2,8518.518518518518
Akshayanagara East,2 BHK,1230.0,2.0,100.0,2,8130.081300813008
Kammasandra,2 BHK,982.0,2.0,51.06,2,5199.59266802444
Bommasandra,3 BHK,1260.0,3.0,98.72,3,7834.920634920635
HSR Layout,3 BHK,1590.0,2.0,270.0,3,16981.132075471698
Horamavu Agara,2 BHK,1220.0,2.0,78.0,2,6393.44262295082
Electronic City Phase II,3 BHK,1320.0,2.0,76.24,3,5775.757575757575
Green Glen Layout,3 BHK,1750.0,3.0,210.0,3,12000.0
Whitefield,3 BHK,1436.0,2.0,124.3,3,8655.988857938719
TC Palaya,3 Bedroom,1200.0,2.0,132.0,3,11000.0
Malleshwaram,2 BHK,1500.0,2.0,280.0,2,18666.666666666668
Varthur,3 BHK,1560.0,3.0,180.0,3,11538.461538461539
Whitefield,3 BHK,3758.0,3.0,600.0,3,15965.939329430548
Belatur,2 BHK,1275.0,2.0,118.0,2,9254.901960784313
Ramanjaneyanagar,2 BHK,1040.0,2.0,72.8,2,7000.0
Bellandur,3 BHK,2400.0,3.0,230.0,3,9583.333333333334
Chamrajpet,6 Bedroom,1500.0,9.0,460.0,6,30666.666666666668
Kaggalipura,4 Bedroom,3150.0,5.0,424.0,4,13460.317460317461
Karuna Nagar,3 BHK,1960.0,3.0,330.0,3,16836.73469387755
JP Nagar,4 BHK,3200.0,5.0,618.0,4,19312.5
Yeshwanthpur,2 BHK,1195.0,2.0,200.0,2,16736.401673640168
Yelahanka,2 BHK,1195.0,2.0,106.21,2,8887.866108786611
Hosakerehalli,5 BHK,4500.0,5.0,290.0,5,6444.444444444444
Ulsoor,3 Bedroom,450.0,3.0,140.0,3,31111.11111111111
Sathya Sai Layout,4 Bedroom,4304.0,4.0,1398.0,4,32481.412639405204
Javarandoddi,1 BHK,648.0,1.0,80.0,1,12345.67901234568
Sarjapur  Road,3 BHK,2100.0,3.0,260.0,3,12380.952380952382
Thanisandra main road,4 BHK,4209.0,4.0,1204.0,4,28605.369446424327
Kudlu,2 BHK,1027.0,2.0,88.0,2,8568.646543330087
Whitefield,4 Bedroom,1575.0,4.0,500.0,4,31746.031746031746
Bommasandra,3 BHK,1365.0,3.0,105.64,3,7739.194139194139
Yelahanka New Town,1 BHK,650.0,1.0,36.0,1,5538.461538461538
Chandapura,3 Bedroom,1200.0,2.0,104.0,3,8666.666666666666
Cooke Town,2 BHK,1100.0,2.0,180.0,2,16363.636363636364
7th Phase JP Nagar,3 BHK,1075.0,2.0,114.0,3,10604.651162790698
Banashankari,2 BHK,1100.0,2.0,126.0,2,11454.545454545454
Akshya Nagar,3 BHK,1320.0,2.0,116.0,3,8787.878787878788
Kammasandra,3 BHK,1500.0,3.0,130.0,3,8666.666666666666
Vijaypura,4 Bedroom,1200.0,5.0,300.0,4,25000.0
Bapuji Nagar,4 Bedroom,1125.0,3.0,252.0,4,22400.0
Vittasandra,2 BHK,1246.0,2.0,135.0,2,10834.670947030498
Bhoganhalli,3 BHK,1718.0,3.0,180.4,3,10500.58207217695
Bisuvanahalli,3 BHK,1075.0,2.0,64.0,3,5953.488372093023
Chennammana Kere,3 BHK,1480.0,3.0,150.96,3,10200.0
Austin Town,1 BHK,500.0,1.0,26.0,1,5200.0
3rd Block Banashankari,5 Bedroom,2400.0,4.0,650.0,5,27083.333333333332
Kaikondrahalli,4 Bedroom,1200.0,4.0,250.0,4,20833.333333333332
Kanakpura Road,2 BHK,1041.0,2.0,72.88,2,7000.960614793468
Doddanekundi,2 BHK,1128.0,2.0,96.8,2,8581.560283687943
Hosur Road,3 BHK,1685.0,3.0,180.0,3,10682.492581602373
Guddadahalli,2 BHK,1180.0,2.0,130.0,2,11016.949152542373
Ejipura,2 BHK,1200.0,2.0,120.0,2,10000.0
Mangammanapalya,3 BHK,1250.0,3.0,79.0,3,6320.0
Kanakpura Road,2 BHK,900.0,2.0,82.0,2,9111.111111111111
Chelekare,2 BHK,1000.0,2.0,90.0,2,9000.0
Yelahanka New Town,2 Bedroom,600.0,2.0,160.0,2,26666.666666666668
2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,164.0,4,27333.333333333332
Vittasandra,2 BHK,1404.0,2.0,140.0,2,9971.509971509971
Ramagondanahalli,3 BHK,1610.0,2.0,230.0,3,14285.714285714286
Varthur,2 BHK,1760.0,2.0,170.0,2,9659.09090909091
Amam Enclave Layout,2 BHK,975.0,2.0,110.0,2,11282.051282051281
Kashi Nagar,2 BHK,1190.0,2.0,84.0,2,7058.823529411765
Kudlu,2 BHK,1110.0,2.0,92.0,2,8288.288288288288
Rajaji Nagar,3 BHK,2415.0,3.0,798.0,3,33043.47826086957
Gunjur,2 BHK,1235.0,2.0,89.0,2,7206.477732793523
Nanjappa Garden,2 BHK,1275.0,2.0,110.0,2,8627.450980392157
Victoria Layout,2 BHK,1115.0,2.0,230.0,2,20627.80269058296
Harlur,2 BHK,1197.0,2.0,152.0,2,12698.412698412698
Begur Road,1 BHK,644.0,1.0,64.0,1,9937.888198757764
Bellandur,2 BHK,1251.0,2.0,94.0,2,7513.988808952838
Neeladri Nagar,2 BHK,1105.0,2.0,60.0,2,5429.864253393665
4th Phase JP Nagar,2 BHK,1080.0,2.0,76.0,2,7037.037037037037
Kudlu,4 BHK,2100.0,3.0,228.0,4,10857.142857142857
Kammanahalli,4 Bedroom,1600.0,4.0,400.0,4,25000.0
NRI Layout,3 BHK,1731.0,3.0,128.22,3,7407.279029462738
Hormavu,2 BHK,1206.0,2.0,110.0,2,9121.06135986733
Choodasandra,3 BHK,1560.0,3.0,156.0,3,10000.0
7th Phase JP Nagar,1 BHK,750.0,1.0,94.0,1,12533.333333333334
Billekahalli,2 BHK,1035.0,2.0,180.0,2,17391.304347826088
Ramamurthy Nagar,7 Bedroom,1200.0,6.0,300.0,7,25000.0
Sarjapur  Road,1 BHK,702.0,1.0,71.6,1,10199.430199430199
Attibele,3 Bedroom,1700.0,3.0,130.0,3,7647.058823529412
HRBR Layout,2 BHK,1145.0,2.0,137.0,2,11965.065502183406
Ramamurthy Nagar,3 BHK,1208.0,2.0,87.0,3,7201.986754966887
Brookefield,3 BHK,1589.0,3.0,148.0,3,9314.033983637508
Allalasandra,2 BHK,560.0,2.0,44.0,2,7857.142857142857
Yelahanka New Town,3 BHK,1426.0,2.0,123.0,3,8625.525946704067
Green Glen Layout,3 BHK,1885.0,3.0,270.0,3,14323.607427055704
Old Madras Road,2 BHK,935.0,2.0,75.54,2,8079.144385026739
Old Madras Road,2 BHK,1171.0,2.0,146.0,2,12467.97608881298
Singasandra,2 BHK,1465.0,2.0,120.0,2,8191.126279863482
Budigere,3 BHK,1820.0,3.0,190.0,3,10439.560439560439
